id,patron_id,library_id,date_checkout,date_returned
rEIrDwAAQBAJ,07fe407cc889ea21a8bdc04c305960b1,22c-222@5xc-jwj-pvz,2018-08-29,1808-12-14
2g0FAAAAQAAJ,9e9765bf29847cfc1e28033e411d2f54,228-222@5xc-jtz-hwk,2018-05-31,
iGoXAQAAMAAJ,a114fc37cdad3fe7f12b4083f3afb9d9,227-222@5xc-jww-btv,2018-02-04,2018-03-01
VYgqsn81c0sC,930bbca06d4a32dd5584a06b81eb3592,222-222@5xc-jv5-nt9,2018-06-05,2018-07-27
ZIRMAAAAMAAJ,8e785a0dc16ad81fe03dd6cd52e107b6,zzw-222@5xc-knn-c5z,2018-05-03,2018-05-15
QT21QytTCiUC,92400616f926db7765eda6a4f92aee3e,226-222@5xc-jxj-7yv,2018-03-21,
uFy7zQEACAAJ,ebcc43fc60a26c185d1c55426df371ab,222-222@5xc-jv5-nt9,2018-01-15,20180120
_JTWMD_Cm-QC,90384267c12dc4a5fc890800960b5b84,zzw-223@5xc-jv7-ct9,2018-06-23,2018-07-11
o_ALItXuXycC,bd5414f7f6332e78b7fb14990202f386,22c-222@5xc-jwj-pvz,2018-11-16,2110-01-13
OK_0vJSsRKkC,da37c31eb51cb340f29cff37458b70e4,zzw-223@5xc-jv7-ct9,2018-11-11,2018-10-29
bbbFl0dt6WIC,bf069c8606ba5ec6d609cffb03537ae1,225-222@5xc-jtz-hkf,2018-04-09,2018-04-24
n88DAAAAMBAJ,c8305e60102090841d69d876cdff4c7b,222-222@5xc-kkw-bzf,2018-09-26,2018-10-22
hCVACwAAQBAJ,48312981598d8378da473d518a644330,222-222@5xc-kkw-bzf,2018-02-06,2018-02-20
a-QDAAAAMBAJ,a874c9f0ae06110b6189844f61079ce5,224-222@5xc-jw2-t9z,2018-01-29,2018-02-07
ThY8ZkU58rwC,4dd4a18fa2f93713491b219bdef6704c,zzw-223@5xc-jv7-ct9,2018-10-24,2018-11-03
tvo3LZ-Qms0C,732bbe503f75fab0e0ea2c4cbebf5638,226-222@5xc-jxj-7yv,2018-12-10,2018-12-16
bz87AQAAMAAJ,c9b90e71e5ba344df1a7c755d4d0bd2d,228-222@5xc-jtz-hwk,2018-08-10,2018-09-01
gM80AQAAMAAJ,9ad48caa36bf050c348d8111420c1bc4,222-222@5xc-jvf-skf,2018-03-22,2018-04-06
3QLDDgAAQBAJ,17cd0da8a0b5d8b89246160ddc3ee0cd,zzw-224@5xc-jwv-2rk,2018-10-02,1807-11-18
3QLDDgAAQBAJ,ee6de600f37d70d179a77749cfa1901e,zzw-223@5xc-jv7-ct9,2018-01-20,2018-01-28
K5SYITH0vRIC,1abb89baf291ec6034ed2cba1c6731ba,222-222@5xc-jvf-skf,,2019-03-04
5JJMAQAAMAAJ,969e9dc37f3b84f7570646fb6fdab1c8,226-222@5xc-kc4-fpv,2018-04-12,
dXbSBQAAQBAJ,0cba5407da0b777ca4e817f2335df08a,228-222@5xc-jtz-hwk,2018-07-30,2018-08-23
QlVB6ARdT7kC,efaf4285534104db5792c5e40e385622,224-222@5xc-jw2-t9z,2018-03-28,2018-04-03
A-HthMfF5moC,3c171021c9cf3b973f4db7941d402817,22d-222@5xc-kcy-8sq,2018-03-10,2018-03-04
HUX-y4oXl04C,67341a6974e734636a144b500963a604,225-222@5xc-jtz-hkf,2018-01-12,2018-01-31
b4wIAAAAQAAJ,84e683021beb4c26882eb9a6c7820c1c,228-222@5xc-jtz-hwk,2018-10-23,2018-11-10
5JJMAQAAMAAJ,9e07b612e2b74532f787c72a91afb160,222-222@5xc-kkw-bzf,2018-11-19,2018-12-04
NwJbse1KaDMC,6bf041f85e6079df2890d73cce966082,226-222@5xc-kc4-fpv,2018-09-09,2018-09-24
rNbuDwAAQBAJ,6f6e257e5c6fe677d084bd3798c8e589,224-222@5xc-jw2-t9z,2018-08-28,2018-09-02
ZapAAAAAIAAJ,d6c1ada69b9787e5e3dfda705f6b84d7,222-222@5xc-kkw-bzf,2018-05-06,2018-05-21
PNjmAAAAMAAJ,8eeba5ee0e044251ae5a25d50fe6ea16,224-222@5xc-jw2-t9z,2018-08-16,2018-08-30
yai7kyQfq1gC,15d720511636592ecff023cc4d2e6ae7,zzw-224@5xc-jwv-2rk,2018-04-05,2018-04-27
eLgobuBJQXYC,8fc84a6853c220d4f7f8dce050943b36,222-222@5xc-jv5-nt9,2018-04-08,2018-05-01
k1id3CBVsQ4C,f810eeeb530d84fba4501dbf94532067,222-222@5xc-jvf-skf,2018-11-01,2018-11-14
kTfWdFgNUT0C,5af60317e02909afd2ef311bd8fba696,zzw-222@5xc-jv4-789,2018-09-19,2018-10-14
f3SnKTZT_WMC,25beee697ee797046ff0bbd0ba3d1ac7,228-222@5xc-jtz-hwk,2018-10-30, 2018|11|15
PNjmAAAAMAAJ,1ad0c4be63445e2eb3b0caad561de1de,zzw-222@5xc-jv4-789,2018-10-13,2018-11-05
ZapAAAAAIAAJ,4d0110f953e574a3cbcc31cc27ad2ba8,225-222@5xc-jtz-hkf,2018-05-24,2018-06-08
eBcFQ3DUcQEC,ece9f6e6e089cd4a38aeaadb02481c1f,22c-222@5xc-jwj-pvz,2018-06-25,2018-07-11
rcrCAgAAQBAJ,f12897f5b07ba3a4c9c209df181a8b46,224-222@5xc-jw2-t9z,2100-11-14,2018-08-30
uW1BAQAAMAAJ,27f2fc414d466a78df31610fc61ae2e6,22c-222@5xc-jwj-pvz,2018-03-22,2018-04-04
gTygAAAAMAAJ,5dfa795e4819bdebaece10f4086c30bc,zzw-222@5xc-knn-c5z,2018-10-19,2018-10-27
it1BggypJ2oC,a2c2ff8afcdd98fd6170c593085c44e6,226-222@5xc-jxj-7yv,2018-11-18,2018-12-13
Ox4DAAAAQAAJ,b9531d10eb8513ad218e65c511adf7df,226-222@5xc-kc4-fpv,2018-01-27,2018-02-16
eddEAQAAMAAJ,2c9a5665e1a8d8f3484329359d0ee0be,222-222@5xc-jv5-nt9,2018-09-29,2019-01-02
ZAtjZwZN5pcC,64b56cf67badf273c9dddd7b8fe6df6b,226-222@5xc-jxj-7yv,2102-02-18,2018-02-11
h9QcAQAAMAAJ,5d8d2a34a51f467e8b8be2786d70e03f,227-222@5xc-jww-btv,,2018-08-05
teQaAQAAMAAJ,20aea0583cd89cdcb437bf2eb40a38c8,222-222@5xc-jv5-nt9,,2018-04-09
oObQOTJbpuoC,6d4fd6f6b2e0da2e491379f91d2a2bed,22d-222@5xc-kcy-8sq,2018-12-07,2018-12-15
hVFwAAAAQBAJ,93500f374fb5f330d47e89b30af648f5,226-222@5xc-jxj-7yv,2018-04-05,2018-04-24
9q1LAQAAIAAJ,993b051176093105aa2ab19c5261c12e,zzw-224@5xc-jwv-2rk,2018-04-05,2018-04-11
-xFj0vTLbRIC,8c411ea2ffb648174f43b1faea6e7853,225-222@5xc-jtz-hkf,2018-02-23,2018-02-07
uW1BAQAAMAAJ,abfeb7eca88a069602fed2d0453b6d9a,223-222@5xc-jxr-tgk,2018-07-01,2018-07-06
krW85fjSjR8C,a29800f96f9efc08684eb4d07e0d7a3d,22c-222@5xc-jwj-pvz,2018-01-07,2018-01-23
NbcpG4_092AC,1e1106dc298189c1b64642e38c100661,22c-222@5xc-jwj-pvz,1801-10-14,2018-02-02
km9L2JfyOKAC,63272a1fffce336eb355a575ba14e6bd,225-222@5xc-jtz-hkf,2018-03-18,2018-04-02
PvxOPgAACAAJ,e0bf29d8518370e8eb423b4fcd21f176,222-222@5xc-jvf-skf,2018-10-04,2018-10-29
qgI5AAAAMAAJ,0b98f0e9d561c12151cab4d71cc123cc,22d-222@5xc-kcy-8sq,2018-07-09,2018-07-14
PjQDAAAAQAAJ,c6bb1a8f3d393ed0609659d8ae29e534,226-222@5xc-jxj-7yv,2019-01-04,2018-12-25
eddEAQAAMAAJ,ca6a4eb6a418ebea80461dd1e0d974f8,226-222@5xc-kc4-fpv,2018-06-26,2018-07-15
VRlFAQAAMAAJ,e4ea975159e2a0be76e698079e2f5d29,222-222@5xc-jxp-rp9,2018-02-23,2018-03-07
HY5qgKfwmsEC,5e0691fab60970919024b843f74a42ee,zzw-223@5xc-jv7-ct9,2103-11-19,2018-12-07
P1AoDwAAQBAJ,abcbf151a1dc88305fe989666d8ff52e,zzw-222@5xc-jv4-789,2018-10-13,2018-11-01
Un4rNUxkfOoC,2f7947e18827c968aad0ba419dac3988,zzw-224@5xc-jwv-2rk,2018-02-04,2104-04-11
BZVBDwAAQBAJ,31e5ab619cd237a21dc7cacadc59bbfb,226-222@5xc-jxj-7yv,2018/07/07%,2018-07-17
IRagAAAAMAAJ,e607c511bc3f5453126f372bca5ecd66,222-222@5xc-jv5-nt9,2018-05-08,2018-05-28
G4fBLKAh-IUC,65c09722ddb709f6a850e5d1f1241d25,zzw-222@5xc-knn-c5z,2018-11-27,2018-12-17
HWQSAAAAYAAJ,31428ea8ec70848f241f48ed8cc176f9,222-222@5xc-jvf-skf,2018-08-14,2018-09-05
72iwAAAAIAAJ,323ebb81950c46b2685771d45d860a81,zzw-222@5xc-knn-c5z,2018-04-27,2018-05-14
1hZrAAAAMAAJ,70f6706a000a709a6b83d3860155aec5,228-222@5xc-jtz-hwk,2018-06-25,2018-07-07
4Z9JAAAAMAAJ,adb7f58c6cf2dcaf4394a6eee887d44c,222-222@5xc-jvf-skf,1806-11-25,2018-11-12
72iwAAAAIAAJ,a6da6999a63bc8391b5fcb9224b123e0,22c-222@5xc-jwj-pvz,2018-02-15,2018-03-04
kTfWdFgNUT0C,5ab8e251fd953dfe246a1f655e38c066,222-222@5xc-jv5-nt9,2018-07-27,2018-08-03
XX_lWIioipsC,055fa7f5f2f6fb02584b5bba3851e595,222-222@5xc-jv5-nt9,2018-10-08,2018-10-29
gpBKAQAAMAAJ,821f2f62a69214ac42ea390b9d641264,226-222@5xc-jxj-7yv,2018-05-13,2018-06-03
-xFj0vTLbRIC,529979f69bcda5cec760005da7978c11,zzw-223@5xc-jv7-ct9,2018-01-15,2018-01-24
72iwAAAAIAAJ,2f144642cc2a449dfb6a8dff734e5375,228-222@5xc-jtz-hwk,2018-12-15,2019-04-04
8XFFO-MK13QC,01f7b5e726db066b521e2496e3f3b02c,226-222@5xc-jxj-7yv,2018-10-07,2018-10-18
qPTH2LBNcJEC,2350530d5c3f65d9ea5f47c84966603c,zzw-222@5xc-jv4-789,2111-08-15,2018-12-10
BZVBDwAAQBAJ,f5b73b8a0949d7168d29689a8ced1d0b,22c-222@5xc-jwj-pvz,2018-07-19,2018-08-04
53j1DwAAQBAJ,6afa3dfab26081b9478dd84e56e6a7e6,zzw-222@5xc-knn-c5z,2018-11-21,2018-11-26
ThY8ZkU58rwC,2bc8b831cf0797d5d6a1a07c08b57931,227-222@5xc-jww-btv,2018-11-04,2018-11-23
Ci1HAQAAMAAJ,034b047a9c9a017554e41ef276d7775f,228-222@5xc-jtz-hwk,2018-11-14,2018-12-10
li4WAAAAYAAJ,566259c89e4d5edc761e04060cad965b,226-222@5xc-kc4-fpv,2018-11-20,2018-12-17
5JJMAQAAMAAJ,de7f9cc2d8acb79ccb499d865b2d956a,222-222@5xc-kkw-bzf,2018-05-14,2018-06-04
FpwRAAAAYAAJ,f5bf09e43212e1297f798211374267d1,22c-222@5xc-jwj-pvz,2018-09-16,2018-09-28
Ci1HAQAAMAAJ,8a5581fe5a4a19e7d6aadc1e426f36df,zzw-224@5xc-jwv-2rk,2018-01-21,2018-01-29
FTMAAAAAQAAJ,12208839b0e743777748f94cbdf1ed0e,zzw-222@5xc-knn-c5z,2018-11-04,2018-11-12
V74zAQAAMAAJ,bae3a5f8f7b0a1d99dcd852c35494c5d,zzw-222@5xc-jv4-789,2018-08-14,2018-09-01
TUAyAQAAMAAJ,41524a45eea9f6bb0ad758b414d46d3f,zzw-223@5xc-jv7-ct9,2018-07-24,2018-08-07
Cr74DwAAQBAJ,6daeba1ce1f02f8a57bc2669c66f69c6,22c-222@5xc-jwj-pvz,2018-05-10,2018-05-24
bRY9AAAAYAAJ,9dfb978e6263a2c89fd39547812c1292,23v-222@5xc-jv7-v4v,2018-02-23,2018-03-07
yai7kyQfq1gC,86afb2fea418a9a9b76bf6c5a354a39f,zzw-222@5xc-jv4-789,2018-04-19,2018-05-02
9q1LAQAAIAAJ,1932508e2d4560c74916f15fe7495c22,222-222@5xc-jv5-nt9,,2018-12-04
D0JSAQAAMAAJ,2d6a07d79c95d7f985417b9290093b42,222-222@5xc-kkw-bzf,2018-12-23,2019-01-11
mQTxAAAAMAAJ,5958ec75161d86b21964a51381fce4cb,223-222@5xc-jxr-tgk,2018-01-03,2018-01-09
F44fAQAAMAAJ,137e77dd6177168a51afbb7376b3b388,zzw-223@5xc-jv7-ct9,2018-08-16,2018-09-07
eLgobuBJQXYC,1c9a34bac006933c20038b3b163257db,22c-222@5xc-jwj-pvz,2116-09-21,2018-05-19
QT21QytTCiUC,113490d6fc1df347d96ddb7b3f65dc03,222-222@5xc-kkw-bzf,2018-04-10,2018-04-19
ck-32n6REQgC,55f9c55fc7a84979969ae2ea3f0c5c14,23v-222@5xc-jv7-v4v,2018-05-21,2018-06-17
DT2UBgAAQBAJ,2a4f8ac684e508f844ac028fe75e46db,227-222@5xc-jww-btv,2018-09-22,1805-03-03
_L9IAAAAYAAJ,a16da80494141607670e1dd3d0e9e170,22c-222@5xc-jwj-pvz,2018-09-22,2018-10-15
0mt9NdDSmYYC,efc4285710bc7df702b40a1e92e3e731,zzw-222@5xc-jv4-789,2018-12-09,2018-12-20
5JJMAQAAMAAJ,d11f39f7c46c573fe75fc4df99e8bf22,226-222@5xc-kc4-fpv,2018-05-06,2018-05-14
K5SYITH0vRIC,328209ea47b5bf2d99205212f6b1067f,zzw-222@5xc-knn-c5z,2018-01-23,2018-02-07
B7JZ3D7WU80C,2ad0dc15d0d84e6813a0612e3035a84a,zzw-222@5xc-jv4-789,2018-08-12,2018-08-30
o_ALItXuXycC,7f111429da676441b634877aebf95d38,222-222@5xc-jv5-nt9,2018-09-06,2116-03-20
hCVACwAAQBAJ,0f35df21329539c9e6ab2bd1376a0ba7,23v-222@5xc-jv7-v4v,2018-12-07,2018-12-23
HWQSAAAAYAAJ,e4b5d6a663dee1a1f377c28f07c0d0ee,222-222@5xc-jvf-skf,2018-02-04,2018-02-27
bRY9AAAAYAAJ,4f188cfe476041f478d312876d21682d,zzw-223@5xc-jv7-ct9,,2018-03-26
tvo3LZ-Qms0C,5b8ced10ee72a0db445f8acd5e0a9c4a,zzw-222@5xc-knn-c5z,2018-07-03,1810-07-09
oObQOTJbpuoC,6679faef80377cf3f3d3cef760069682,226-222@5xc-kc4-fpv,2018-08-18,2018-10-16
1Gc_SPKCZY8C,323632e4ae472864b9bab254ffcb042b,223-222@5xc-jxr-tgk,2018-11-23,2018-11-30
rcrCAgAAQBAJ,36a427c8f5fc06197ff44089e51f3aa2,222-222@5xc-kkw-bzf,2018-09-08,2018-09-16
km9L2JfyOKAC,0e4135a1cb83383501a0462bbdf51240,222-222@5xc-jv5-nt9,2018-04-11,2018-04-04
59sDAAAAMBAJ,3c0567082ceb9c419d656fb1afb9c1d5,22d-222@5xc-kcy-8sq, 20181121,2018-12-17
QlVB6ARdT7kC,24d9c51ae0a7749c81dcd4fb3bb3ac74,zzw-222@5xc-knn-c5z,2018-06-18,2018-07-04
rNbuDwAAQBAJ,997c5d09093fdadbccfd44856feca607,23v-222@5xc-jv7-v4v,2018-01-30,2105-08-25
8XFFO-MK13QC,eb33a65f76cb95aa6f54f429f9f7e483,222-222@5xc-jvf-skf,2018-11-18,1811-01-23
VL0QGySiaDMC,1cba9c4c97c0cd9074ec6d9de022cf1f,224-222@5xc-jw2-t9z,2018-07-21,2018-07-10
EbxXAAAAMAAJ,a0f6d4727dee3231491c8e6d05049a52,222-222@5xc-jvf-skf,2018-11-02,2018-11-29
rEIrDwAAQBAJ,0701c483239ce3146dc0103e67a1f589,226-222@5xc-jxj-7yv,2018-04-09,2018-06-11
CW-7tHAaVR0C,81fdcf4356ee01cbfe206843ca0c8d7d,zzw-222@5xc-knn-c5z,2018-09-20,2018-09-29
b4wIAAAAQAAJ,80d418c7f4ad8ecdf2f09bc0733b87b0,22d-222@5xc-kcy-8sq,2018-02-18,2018-02-23
IAHVobTrv7cC,39ee5da4df9ec111ae4110015e8ceaec,222-222@5xc-jv5-nt9,1806-12-22,2018-08-15
_L9IAAAAYAAJ,1a7d6c2a3bbbc30b42433b031a51eb2c,225-222@5xc-jtz-hkf,2018-10-31,2018-12-12
gpBKAQAAMAAJ,0112b75b2925955dff7e8aa6f92e459a,zzw-222@5xc-jv4-789,2018-03-06,2018-03-23
_fjaJ6XXAAQC,461438e32effd4b6c0e79a13d707d600,222-222@5xc-jvf-skf,2018-07-20,2018-09-08
sWWsivhrXn4C,e3f2b61196796032b82b4f7779d1ebeb,225-222@5xc-jtz-hkf,2114-08-19,2019-01-06
1wOe6bVPZFIC,b7bdac223a1ac14af7324bb5d9bb25c1,226-222@5xc-kc4-fpv,1809-02-04,2018-03-08
SSJMAAAAMAAJ,f66bb1069fc6810e6661c8bf5551f66c,zzw-223@5xc-jv7-ct9,2018-02-19,2018-03-01
B7JZ3D7WU80C,beabf908acbc853125ddd6b040dd25a7,224-222@5xc-jw2-t9z,2018-02-02,2018-02-19
atxXg5k9wrMC,c2caec99791d4ac23bb2da38928d2a35,224-222@5xc-jw2-t9z,,2018-11-04
PjQDAAAAQAAJ,adfff1896af0d54821ad7fd30010df3a,222-222@5xc-jvf-skf,2111-01-11,2018-08-28
QT21QytTCiUC,df83ec2d0d409395c0d8c2690cfa8b67,222-222@5xc-jxp-rp9,2018-08-01,2018-08-22
crikJiTbRAAC,61ce4bbf909be6daa4b6a980f0f83c6d,227-222@5xc-jww-btv,2018-04-16,%2018 04 27
TQpFnkku2poC,9562bdeaf7152ea67dff901d48ffa630,222-222@5xc-jvf-skf,2018-09-18,2018-09-23
hicJUlOuqGUC,3048c576467d1e42e241563983104f51,zzw-223@5xc-jv7-ct9,2018-04-07,2018-03-24
pIIkAQAAMAAJ,7e51512ead7cad479098bcb84b429927,228-222@5xc-jtz-hwk,2018-12-20,1800-04-29
F2EfyMAw51wC,58499cee375ff2d18eb647078edbe1d1,zzw-224@5xc-jwv-2rk,2018-08-06,2018-08-26
nndUAAAAMAAJ,17d592b5583d6a8f7b008c93915798d6,zzw-222@5xc-jv4-789,2018-10-17,2019-04-13
CW-7tHAaVR0C,235e24d38faafd1d2a3acc486dc71ea4,22d-222@5xc-kcy-8sq,2018-06-09,2018-08-25
P1AoDwAAQBAJ,f106e9d626ec8ef9c1384efa24ef4de5,222-222@5xc-jvf-skf,2018-02-01,2018-02-26
4zqgXdITQuAC,54f74abd6e99f75e3453b1e40c6db8c6,22c-222@5xc-jwj-pvz,2018-11-29,
k1id3CBVsQ4C,565710aec0eb2a9a4a0e19258242f7c4,222-222@5xc-kkw-bzf,2018-06-27,2018|07|06%
HY5qgKfwmsEC,b7d85f3586c97b231d554fa4e7819cf5,227-222@5xc-jww-btv,2018-05-22,2018-08-05
ThY8ZkU58rwC,b550a1f57bee10c654923a1841603948,222-222@5xc-kkw-bzf,2018-06-28,2018-07-05
MOewp6bCFfgC,9159a3b986fa2412799e2b086703cb80,23v-222@5xc-jv7-v4v,2018-01-23,2018-02-03
1Mc0AQAAMAAJ,1d135dee629ce664613dbc91f069a732,22d-222@5xc-kcy-8sq,2018-02-14,2018-03-03
8dcDAAAAMBAJ,73af95d1c258943a6342ed149c730469,zzw-224@5xc-jwv-2rk,2018-02-04,2018-02-16
PNjmAAAAMAAJ,996bca3d7b6f3b24ef5863b03824e5db,228-222@5xc-jtz-hwk,2018-05-27,2117-08-31
1fQuLiaGY4YC,12b5e6f4c2df7edfd84542f2e7953512,zzw-223@5xc-jv7-ct9,2018-09-25,2104-04-20
7T9-BAAAQBAJ,b1c70aa940393d3120060578b533731e,226-222@5xc-jxj-7yv,2018-05-30,2018-06-20
1Mc0AQAAMAAJ,686cd8f21f0cccffb1bf87b08b533e9b,225-222@5xc-jtz-hkf,2018-04-01,2018-04-23
FTMAAAAAQAAJ,547d3649099c46d4c0f63832b9f823b0,225-222@5xc-jtz-hkf,2018-08-13,
IhgDAAAAYAAJ,afa1a5f0a749e5a556188d0bd58d674e,zzw-223@5xc-jv7-ct9,2117-05-19,2018-02-10
QlVB6ARdT7kC,b29cb448a743925efac1464ce9f5d5d6,zzw-224@5xc-jwv-2rk,2018-01-26,2018-02-20
VL0QGySiaDMC,d0297a1c5d6d88c893286e50950b0d9b,zzw-224@5xc-jwv-2rk,2018-05-02,2018-05-15
FTMAAAAAQAAJ,81f0f2a98a751dc3ec3846d3e7411471,222-222@5xc-jv5-nt9,2018-10-01,2018-10-15
g9rXVe6jmiQC,81d82ce799bd6eee99ace60c8a89ee2a,zzw-222@5xc-knn-c5z,2018-08-07,2018-09-02
EbxXAAAAMAAJ,1ed4a420ed5a0482e9d7b3403e7c32ba,22c-222@5xc-jwj-pvz,2018-12-25,2114-11-11
mammQZOMCzcC,35b16e3c4640c21325591f5ad8dd183f,225-222@5xc-jtz-hkf,2018-03-22,2018-04-15
VYgqsn81c0sC,07a34ca96dfbb0316b61c863efff199a,22c-222@5xc-jwj-pvz,2018-04-09,2018-04-15
tjYSQXeKUA4C,d373d74278f8f4874e9f5f05bfcbb8a3,227-222@5xc-jww-btv,2018-10-22,2018-11-04
8OUDAAAAMBAJ,7b2e33ea2186f6eafc4d898540fe17a3,228-222@5xc-jtz-hwk,2018-12-04,2018-12-09
ggIKAAAAIAAJ,f60e871829a7262c9f235d01f85ff6ab,222-222@5xc-jv5-nt9,2018-12-03,2018-12-12
Ox4DAAAAQAAJ,f6bdecc971ed5573b79533305342557b,zzw-224@5xc-jwv-2rk,2018-03-13,2018-04-07
ZIRMAAAAMAAJ,8b23dfaa2f421c9a58930455d8ac6922,22d-222@5xc-kcy-8sq,2018-06-03,2018-06-27
bz87AQAAMAAJ,23216b49991a67aa719685505a99599b,224-222@5xc-jw2-t9z,2018-05-20,2018-06-04
sBmIDwAAQBAJ,759fe25ad9dadea7cde4e396c035539b,226-222@5xc-jxj-7yv,2018-06-14,2018-06-20
K5SYITH0vRIC,1984bd7794d74fd1dc33efc69ecdc104,zzw-224@5xc-jwv-2rk,1817-04-21,2018-10-15
Ci1HAQAAMAAJ,7b967da7a8f0277bf228ab0307b39940,zzw-222@5xc-jv4-789,2018-05-20,2018-05-08
gM80AQAAMAAJ,45c0723a4b9ffbefaeedd820a196639a,225-222@5xc-jtz-hkf,2018-01-13,2018-02-08
ygoFAAAAQAAJ,27f33a086ce8b95b14c1f553bf3da157,222-222@5xc-jvf-skf,2018-07-03,2018-07-30
PAo1AAAAMAAJ,ad565c5365778ae6f29ca42eeef0fe7b,222-222@5xc-jv5-nt9,2018-04-07,2018-04-25
IhgDAAAAYAAJ,8a02b34ff7f5cac27e620c709217004c,zzw-222@5xc-knn-c5z,2018-05-28,2018-05-04
lkObok4vI7sC,73b30a7b74079ee3432c1dc4a28a4bc8,226-222@5xc-kc4-fpv,2018-12-06,2018-12-27
I50-AQAAMAAJ,42ebe253996c983a633eabe426c83e2d,223-222@5xc-jxr-tgk,2018-10-04,2019-02-28
BTCUDwAAQBAJ,49aa7c49b78d234710087380d8a2786f,225-222@5xc-jtz-hkf,2018-11-20,2018-12-10
Cr74DwAAQBAJ,13e4b75cc3979967ac3a7745a114d57d,22d-222@5xc-kcy-8sq,2018-11-13,2018-11-29
pEWgAAAAMAAJ,485081a6f22cd5d876245ecf83b96e81,225-222@5xc-jtz-hkf,2018-03-15,2018-03-06
tjYSQXeKUA4C,72ace9b84be589d442f137f166ead1ce,223-222@5xc-jxr-tgk,2018-09-02,2018-09-20
gM80AQAAMAAJ,64e20f6239aa59d778e3f934b3d9888a,228-222@5xc-jtz-hwk,2018-09-22,2018-10-01
1Mc0AQAAMAAJ,1e5f1984909c7832203d774b55285e25,226-222@5xc-kc4-fpv,2018-04-03,2018-04-19
rs8OHkkVTyIC,5a3e3cdb7efcee573507db3e8f99738b,zzw-222@5xc-knn-c5z,2018-03-14,2018-03-25
XNwDAAAAMBAJ,2b7468df70e591c125a1a1919e7f272b,225-222@5xc-jtz-hkf,2018-03-17,2018-04-11
F2EfyMAw51wC,f075946877b696849e31fdf066dd122d,zzw-224@5xc-jwv-2rk,2018-03-31,2018-04-20
QlVB6ARdT7kC,3e3be89c067b00363d675462e17cc496,zzw-222@5xc-jv4-789,2018-02-23,2108-12-22
e3XVAAAAMAAJ,25d6b0b6f3b4e4b31cb57afe55d43078,223-222@5xc-jxr-tgk,2018-10-15,1808-12-10
42I5AQAAMAAJ,62a4093b45ca01f21f2ce3a3027bf841,226-222@5xc-jxj-7yv,2018-04-16,2018-05-05
eBcFQ3DUcQEC,236c61e4f0cf18b98b0d00f435d351e1,22d-222@5xc-kcy-8sq,2018-02-26,2018-03-19
Un4rNUxkfOoC,0e34eea860f69ddf30a54f9b53fd4d4e,228-222@5xc-jtz-hwk,2018-08-11,2018-08-17
ZAtjZwZN5pcC,4041a93cbc8d89bb1647d194797c170a,227-222@5xc-jww-btv,2018-01-27,2018-02-12
NtxlrgEACAAJ,7b640d0d395f1c57c4e91e6632fb224f,227-222@5xc-jww-btv,2018-08-15,2018-12-02
2hoDAAAAQAAJ,29f8a5ee05b856cd17500959e8b50e80,222-222@5xc-kkw-bzf,2018-04-02,2018-04-23
g9rXVe6jmiQC,78ad255187e657a878b92b159db8e77d,228-222@5xc-jtz-hwk,2018-12-21,2018-12-27
rZcXAQAAMAAJ,6ae9e75a19de4c5f7d50e8db82280189,227-222@5xc-jww-btv,2018-10-28,1813-02-18
_L9IAAAAYAAJ,b07e9de358891f79fcca76614e889c1f,224-222@5xc-jw2-t9z,2018-08-06,2018-08-22
DT2UBgAAQBAJ,454d23c2670ee28dd7d071aa03eaaa9e,222-222@5xc-jvf-skf,2018-10-10,2018-12-21
9q1LAQAAIAAJ,ab3d7e360b3edfc929c9b33e2ca0a5e6,223-222@5xc-jxr-tgk,2018-03-20,2018-09-09
sxF-zkQY-NsC,6409f14da65ee8016033fad7e6a8224b,226-222@5xc-kc4-fpv,2018-03-09,2018-04-04
1_1OtAEACAAJ,269b60771fde96350d8b3a442e344de7,zzw-223@5xc-jv7-ct9,2018-08-14,2018-09-07
73_nAR1_4OAC,abb733790534da32c8e7944b23f54f0f,22d-222@5xc-kcy-8sq,2018-08-27,2018-09-13
VSGQiN1YBqwC,8a3877ddfe759103a3f731a4ce61611c,224-222@5xc-jw2-t9z,2018-11-10,2018-11-21
9HOEMS9ffGgC,f2d25a85191cfd5e9fbcaefce3a1b774,zzw-222@5xc-knn-c5z,2018-12-18,2019-01-14
0mt9NdDSmYYC,ea16e485e376d91bfdd17f154dcb3d95,222-222@5xc-jvf-skf,2018-05-21,
bbbFl0dt6WIC,e4564be1369cd386f1451bf298e50dc1,227-222@5xc-jww-btv,2018-11-21,2103-04-18
9SYBZggtr_IC,9e644d69a015b0e584cc3a7477309281,226-222@5xc-jxj-7yv,2018-02-26,2105-08-19
oFWsXm1zZCcC,bb27a02e71cbafed4165c24164016a6c,225-222@5xc-jtz-hkf,2018-03-24,2018-04-19
WBZ4DAAAQBAJ,23c1e2cd110420c7b5ada8b75ee880a9,225-222@5xc-jtz-hkf,2018-07-10,2018-07-25
SovM2UsP7nAC,1c0ae9c12faabd4622f3800523e48af2,22c-222@5xc-jwj-pvz,2119-12-27,2018-02-10
sBmIDwAAQBAJ,c3c78678a10821cc1fa49efcb81866ca,222-222@5xc-jvf-skf,2018-07-17,2018-08-01
5f1FAQAAMAAJ,f8524a8d924bd207a256c1ee68bdbf49,22d-222@5xc-kcy-8sq,2018-07-26,2018-08-27
